"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-01","GA","A",139,,28,,952,952,,119,,,15688,3436,,,,,,4638,,709,0,,,,,3713,,,0,20338,428,,,,,,0,20338,428
"2020-03-31","GA","A",111,,24,,833,833,,126,,,12252,2337,,,,,,3929,,1120,0,,,,,3653,,,0,19910,3685,,,,,,0,19910,3685
"2020-03-30","GA","A",87,,7,,707,707,,41,,,9915,2,,,,,,2809,,158,0,,,,,2920,,,0,16225,1596,,,,,,0,16225,1596
"2020-03-29","GA","A",80,,11,,666,666,,49,,,9913,1228,,,,,,2651,,285,0,,,,,2508,,,0,14629,549,,,,,,0,14629,549
"2020-03-28","GA","A",69,,5,,617,617,,51,,,8685,821,,,,,,2366,,365,0,,,,,2383,,,0,14080,3059,,,,,,0,14080,3059
"2020-03-27","GA","A",64,,16,,566,566,,93,,,7864,463,,,,,,2001,,476,0,,,,,1789,,,0,11021,1059,,,,,,0,11021,1059
"2020-03-26","GA","A",48,,8,,473,473,,79,,,7401,2469,,,,,,1525,,278,0,,,,,1557,,,0,9962,655,,,,,,0,9962,655
"2020-03-25","GA","A",40,,8,,394,394,,394,,,4932,474,,,,,,1247,,221,0,,,,,1495,,,0,9307,2501,,,,,,0,9307,2501
"2020-03-24","GA","A",32,,7,,,,,0,,,4458,161,,,,,,1026,,254,0,,,,,1092,,,0,6806,847,,,,,,0,6806,847
"2020-03-23","GA","A",25,,2,,,,,0,,,4297,877,,,,,,772,,172,0,,,,,905,,,0,5959,1197,,,,,,0,5959,1197
"2020-03-22","GA",,23,,9,,,,,0,,,3420,863,,,,,,600,,93,0,,,,,698,,,0,4762,781,,,,,,0,4762,781
"2020-03-21","GA",,14,,1,,,,,0,,,2557,591,,,,,,507,,87,0,,,,,582,,,0,3981,866,,,,,,0,3981,866
"2020-03-20","GA",,13,,3,,,,,0,,,1966,422,,,,,,420,,133,0,,,,,460,,,0,3115,647,,,,,,0,3115,647
"2020-03-19","GA",,10,,9,,,,,0,,,1544,233,,,,,,287,,90,0,,,,,352,,,0,2468,602,,,,,,0,2468,602
"2020-03-18","GA",,1,,0,,,,,0,,,1311,1311,,,,,,197,,51,0,,,,,246,,,0,1866,366,,,,,,0,1866,366
"2020-03-17","GA",,1,,0,,,,,0,,,,0,,,,,,146,,25,0,,,,,185,,,0,1500,541,,,,,,0,1500,541
"2020-03-16","GA",,1,,0,,,,,0,,,,0,,,,,,121,,22,0,,,,,100,,,0,959,252,,,,,,0,959,252
"2020-03-15","GA",,1,,0,,,,,0,,,,0,,,,,,99,,33,0,,,,,68,,,0,707,241,,,,,,0,707,241
"2020-03-14","GA",,1,,0,,,,,0,,,,0,,,,,,66,,24,0,,,,,41,,,0,466,130,,,,,,0,466,130
"2020-03-13","GA",,1,,1,,,,,0,,,,0,,,,,,42,,11,0,,,,,32,,,0,336,255,,,,,,0,336,255
"2020-03-12","GA",,,,0,,,,,0,,,,0,,,,,,31,,9,0,,,,,7,,,0,81,37,,,,,,0,81,37
"2020-03-11","GA",,,,0,,,,,0,,,,0,,,,,,22,,5,0,,,,,4,,,0,44,15,,,,,,0,44,15
"2020-03-10","GA",,,,0,,,,,0,,,,0,,,,,,17,,5,0,,,,,2,,,0,29,23,,,,,,0,29,23
"2020-03-09","GA",,,,0,,,,,0,,,,0,,,,,,12,,5,0,,,,,1,,,0,6,6,,,,,,0,6,6
"2020-03-08","GA",,,,0,,,,,0,,,,0,,,,,,7,,1,0,,,,,0,,,0,0,0,,,,,,0,0,0
"2020-03-07","GA",,,,0,,,,,0,,,,0,,,,,,6,,4,0,,,,,0,,,0,0,0,,,,,,0,0,0
"2020-03-06","GA",,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,0,,,0,0,0,,,,,,0,0,0
"2020-03-05","GA",,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,0,,,0,0,0,,,,,,0,0,0
"2020-03-04","GA",,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,0,,,0,0,0,,,,,,0,0,0
