"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-06-21","AZ","A+",1339,1248,1,91,4255,4255,1942,3,,556,367354,11872,,,,,361,52390,52018,2592,0,,,,,,7387,,0,419372,14464,147565,,,,419372,14464,,0
"2020-06-20","AZ","A+",1338,1247,26,91,4252,4252,1938,6,,546,355482,9955,,,,,368,49798,49426,3109,0,,,,,,7196,,0,404908,13058,144366,,,,404908,13058,,0
"2020-06-19","AZ","A+",1312,1224,41,88,4246,4246,1832,5,,519,345527,9238,,,,,362,46689,46323,3246,0,,,,,,7018,,0,391850,12476,140847,,,,391850,12476,,0
"2020-06-18","AZ","A+",1271,1184,32,87,4241,4241,1667,17,,540,336289,11020,,,,,341,43443,43085,2519,0,,,,,,6863,,0,379374,13528,138292,,,,379374,13528,,0
"2020-06-17","AZ","A+",1239,1159,20,80,4224,4224,1582,15,,531,325269,10032,,,,,346,40924,40577,1827,0,,,,,,6715,,0,365846,11855,136117,,,,365846,11855,,0
"2020-06-16","AZ","A+",1219,1140,25,79,4209,4209,1506,27,,502,315237,6685,,,,,340,39097,38754,2392,0,,,,,,6598,,0,353991,9062,135295,,,,353991,9062,,0
"2020-06-15","AZ","A+",1194,1127,8,67,4182,4182,1449,34,,464,308552,6198,,,,,307,36705,36377,1014,0,,,,,,6462,,0,344929,7201,134173,,,,344929,7201,,0
"2020-06-14","AZ","A+",1186,1119,3,67,4148,4148,1457,33,,452,302354,8415,,,,,317,35691,35374,1233,0,,,,,,6333,,0,337728,9643,131698,,,,337728,9643,,0
"2020-06-13","AZ","A+",1183,1116,39,67,4115,4115,1412,36,,447,293939,4078,,,,,309,34458,34146,1540,0,,,,,,6209,,0,328085,7269,128830,,,,328085,7269,,0
"2020-06-12","AZ","A+",1144,1060,17,67,4079,4079,1336,38,,429,289861,11543,,,,,278,32918,30955,1654,0,,,,,,5980,,0,320816,11543,122070,,,,320816,11543,,0
"2020-06-11","AZ","A+",1127,1060,32,67,4041,4041,1291,41,,429,278318,8483,,,,,278,31264,30955,1412,0,,,,,,5980,,0,309273,9586,120054,,,,309273,9586,,0
"2020-06-10","AZ","A+",1095,,25,,4000,4000,1274,41,,413,269835,4918,,,,,273,29852,,1556,0,,,,,,5851,,0,299687,6474,117257,,,,299687,6474,,0
"2020-06-09","AZ","A+",1070,,23,,3959,3959,1243,48,,438,264917,4514,,,,,264,28296,,618,0,,,,,,5764,,0,293213,5132,115961,,,,293213,5132,,0
"2020-06-08","AZ","A+",1047,,3,,3911,3911,1266,64,,390,260403,5671,,,,,246,27678,,789,0,,,,,,5639,,0,288081,6460,114579,,,,288081,6460,,0
"2020-06-07","AZ","A+",1044,,2,,3847,3847,1252,70,,392,254732,8537,,,,,248,26889,,1438,0,,,,,,5517,,0,281621,9975,111625,,,,281621,9975,,0
"2020-06-06","AZ","A+",1042,,30,,3777,3777,1278,65,,391,246195,6662,,,,,292,25451,,1119,0,,,,,,5399,,0,271646,7781,109266,,,,271646,7781,,0
"2020-06-05","AZ","A+",1012,,16,,3712,3712,1234,70,,375,239533,12531,,,,,241,24332,,1579,0,,,,,,5298,,0,263865,14110,106390,,,,263865,14110,,0
"2020-06-04","AZ","A+",996,,15,,3642,3642,1079,53,,375,227002,4710,,,,,223,22753,,520,0,,,,,,5172,,0,249755,5230,101147,,,,249755,5230,,0
"2020-06-03","AZ","A+",981,,40,,3589,3589,1092,69,,379,222292,5709,,,,,239,22233,,983,0,,,,,,5076,,0,244525,6692,100519,,,,244525,6692,,0
"2020-06-02","AZ","A+",941,,24,,3520,3520,1009,75,,380,216583,8636,,,,,235,21250,,1127,0,,,,,,4967,,0,237833,9763,98756,,,,237833,9763,,0
"2020-06-01","AZ","A+",917,,11,,3445,3445,968,66,,377,207947,2677,,,,,238,20123,,187,0,,,,,,4869,,0,228070,2864,93856,,,,228070,2864,,0
"2020-05-31","AZ","A+",906,,3,,3379,3379,973,45,,376,205270,7478,,,,,239,19936,,681,0,,,,,,4761,,0,225206,8159,93367,,,,225206,8159,,0
"2020-05-30","AZ","A+",903,,18,,3334,3334,975,53,,386,197792,6444,,,,,241,19255,,790,0,,,,,,4657,,0,217047,7234,90668,,,,217047,7234,,0
"2020-05-29","AZ","A+",885,,28,,3281,3281,931,58,,378,191348,6197,,,,,238,18465,,702,0,,,,,,4551,,0,209813,6899,87682,,,,209813,6899,,0
"2020-05-28","AZ","A+",857,,26,,3223,3223,945,51,,374,185151,6147,,,,,222,17763,,501,0,,,,,,4452,,0,202914,6648,84691,,,,202914,6648,,0
"2020-05-27","AZ","A+",831,,24,,3172,3172,911,50,,375,179004,5056,,,,,237,17262,,479,0,,,,,,4361,,0,196266,5535,83284,,,,196266,5535,,0
"2020-05-26","AZ","A+",807,,1,,3122,3122,818,45,,336,173948,2727,,,,,208,16783,,222,0,,,,,,4297,,0,190731,2949,82338,,,,190731,2949,,0
"2020-05-25","AZ","A+",806,,6,,3077,3077,833,51,,334,171221,3919,,,,,212,16561,,222,0,,,,,,4204,,0,187782,4141,80601,,,,187782,4141,,0
"2020-05-24","AZ","A+",800,,1,,3026,3026,804,42,,322,167302,2902,,,,,201,16339,,300,0,,,,,,4132,,0,183641,3202,77018,,,,183641,3202,,0
"2020-05-23","AZ","A+",799,,24,,2984,2984,784,41,,309,164400,4005,,,,,193,16039,,431,0,2200,,,,12089,4033,,0,180439,4436,73350,,,,180439,4436,,0
"2020-05-22","AZ","A+",775,,12,,2943,2943,796,58,,311,160395,4083,,,,,203,15608,,293,0,,,,,,3949,,0,176003,4376,69483,,,,176003,4376,,0
"2020-05-21","AZ","A+",763,,16,,2885,2885,812,49,,299,156312,5774,,,,,197,15315,,418,0,,,,,,3872,,0,171627,6192,65790,,,,171627,6192,,0
"2020-05-20","AZ","A+",747,,43,,2836,2836,810,36,,298,150538,3533,,,,,208,14897,,331,0,,,,,,3773,,0,165435,3864,61664,,,,165435,3864,,0
"2020-05-19","AZ","A+",704,,18,,2800,2800,792,43,,318,147005,4702,,,,,201,14566,,396,0,,,,,,3693,,0,161571,5098,59041,,,,161571,5098,,0
"2020-05-18","AZ","A+",686,,6,,2757,2757,820,54,,329,142303,4479,,,,,200,14170,,233,0,,,,,,3570,,0,156473,4712,56311,,,,156473,4712,,0
"2020-05-17","AZ","A+",680,,1,,2703,2703,796,30,,337,137824,4667,,,,,201,13937,,306,0,,,,,,3450,,0,151761,4973,51245,,,,151761,4973,,0
"2020-05-16","AZ","A+",679,,28,,2673,2673,791,37,,344,133157,4325,,,,,210,13631,,462,0,,,,,,3357,,0,146788,4787,47716,,,,146788,4787,,0
"2020-05-15","AZ","A+",651,,27,,2636,2636,808,41,,313,128832,7168,,,,,222,13169,,495,0,,,,,,3145,,0,142001,7663,44903,,,,142001,7663,,0
"2020-05-14","AZ","A+",624,,30,,2595,2595,781,52,,323,121664,6090,,,,,201,12674,,498,0,,,,,,3074,,0,134338,6588,41117,,,,134338,6588,,0
"2020-05-13","AZ","A+",594,,32,,2543,2543,755,39,,292,115574,4468,,,,,191,12176,,440,0,,,,,,2979,,0,127750,4908,38060,,,,127750,4908,,0
"2020-05-12","AZ","A+",562,,20,,2504,2504,765,42,,318,111106,6022,,,,,204,11736,,356,0,,,,,,2909,,0,122842,6378,36209,,,,122842,6378,,0
"2020-05-11","AZ","A+",542,,6,,2462,2462,717,41,,297,105084,5826,,,,,201,11380,,261,0,,,,,,2852,,0,116464,6087,33777,,,,116464,6087,,0
"2020-05-10","AZ","A+",536,,4,,2421,2421,713,35,,300,99258,4408,,,,,195,11119,,159,0,,,,,,2775,,0,110377,4567,27362,,,,110377,4567,,0
"2020-05-09","AZ","A+",532,,15,,2386,2386,739,36,,296,94850,4251,,,,,186,10960,,434,0,,,,,,2684,,0,105810,4685,23130,,,,105810,4685,,0
"2020-05-08","AZ","A+",517,,67,,2350,2350,730,58,,295,90599,4110,,,,,197,10526,,581,0,,,,,,1747,,0,101125,4691,18782,,,,101125,4691,,0
"2020-05-07","AZ","A+",450,,24,,2292,2292,766,48,,288,86489,4459,,,,,196,9945,,238,0,,,,,,1722,,0,96434,4697,14652,,,,96434,4697,,0
"2020-05-06","AZ","A+",426,,31,,2244,2244,754,52,,286,82030,3075,,,,,193,9707,,402,0,,,,,,1693,,0,91737,3477,,,,,91737,3477,,0
"2020-05-05","AZ","A+",395,,33,,2192,2192,728,57,,303,78955,2621,,,,,185,9305,,386,0,,,,,,1671,,0,88260,3007,,,,,88260,3007,,0
"2020-05-04","AZ","A+",362,,0,,2135,2135,703,46,,288,76334,3855,,,,,200,8919,,279,0,,,,,,1632,,0,85253,4134,,,,,85253,4134,,0
"2020-05-03","AZ","A+",362,,14,,2089,2089,732,56,,282,72479,2846,,,,,192,8640,,276,0,,,,,,1597,,0,81119,3122,,,,,81119,3122,,0
"2020-05-02","AZ","A+",348,,18,,2033,2033,718,47,,291,69633,2716,,,,,198,8364,,402,0,,,,,,1565,,0,77997,3118,,,,,77997,3118,,0
"2020-05-01","AZ","A+",330,,10,,1986,1986,709,49,,311,66917,2779,,,,,187,7962,,314,0,,,,,,1528,,0,74879,3093,,,,,74879,3093,,0
"2020-04-30","AZ","A+",320,,16,,1937,1937,755,53,,311,64138,2527,,,,,194,7648,,446,0,,,,,,1499,,0,71786,2973,,,,,71786,2973,,0
"2020-04-29","AZ","A+",304,,11,,1884,1884,756,60,,312,61611,1121,,,,,191,7202,,254,0,,,,,,1475,,0,68813,1375,,,,,68813,1375,,0
"2020-04-28","AZ","A+",293,,18,,1824,1824,737,52,,303,60490,663,,,,,193,6948,,232,0,,,,,,1450,,0,67438,895,,,,,67438,895,,0
"2020-04-27","AZ","A+",275,,0,,1772,1772,647,56,,328,59827,1542,,,,,200,6716,,190,0,,,,,,1418,,0,66543,1732,,,,,66543,1732,,0
"2020-04-26","AZ","A+",275,,9,,1716,1716,671,44,,308,58285,2057,,,,,200,6526,,246,0,,,,,,1383,,0,64811,2303,,,,,64811,2303,,0
"2020-04-25","AZ","A+",266,,0,,1672,1672,697,46,,313,56228,1559,,,,,191,6280,,235,0,,,,,,1345,,0,62508,1794,,,,,62508,1794,,0
"2020-04-24","AZ","B",266,,17,,1626,1626,639,54,,332,54669,1741,,,,,186,6045,,276,0,,,,,,1313,,0,60714,2017,,,,,60714,2017,,0
"2020-04-23","AZ","B",249,,20,,1572,1572,699,44,,305,52928,1786,,,,,201,5769,,310,0,,,,,,1282,,0,58697,2096,,,,,58697,2096,,0
"2020-04-22","AZ","B",229,,21,,1528,1528,664,44,,300,51142,1241,,,,,195,5459,,208,0,,,,,,1265,,0,56601,1449,,,,,56601,1449,,0
"2020-04-21","AZ","B",208,,21,,1484,1484,637,30,,285,49901,465,,,,,181,5251,,187,0,,,,,,1155,,0,55152,652,,,,,55152,652,,0
"2020-04-20","AZ","B",187,,3,,1454,1454,637,67,,285,49436,1375,,,,,181,5064,,135,0,,,,,,1155,,0,54500,1510,,,,,54500,1510,,0
"2020-04-19","AZ","B",184,,7,,1387,1387,631,46,,283,48061,1735,,,,,187,4929,,210,0,,,,,,994,,0,52990,1945,,,,,52990,1945,,0
"2020-04-18","AZ","B",177,,8,,1341,1341,566,52,,285,46326,1603,,,,,178,4719,,212,0,,,,,,539,,0,51045,1815,,,,,51045,1815,,0
"2020-04-17","AZ","B",169,,19,,1289,1289,566,31,,285,44723,1559,,,,,178,4507,,273,0,,,,,,539,,0,49230,1832,,,,,49230,1832,,0
"2020-04-16","AZ","B",150,,8,,1258,1258,578,45,,278,43164,1816,,,,,188,4234,,272,0,,,,,,460,,0,47398,2088,,,,,47398,2088,,0
"2020-04-15","AZ","B",142,,11,,1213,1213,590,42,,286,41348,1058,,,,,202,3962,,156,0,,,,,,385,,0,45310,1214,,,,,45310,1214,,0
"2020-04-14","AZ","B",131,,9,,1171,1171,580,49,,286,40290,645,,,,,216,3806,,104,0,,,,,,249,,0,44096,749,,,,,44096,749,,0
"2020-04-13","AZ","B",122,,7,,1122,1122,525,48,,286,39645,1075,,,,,195,3702,,163,0,,,,,,,,0,43347,1238,,,,,43347,1238,,0
"2020-04-12","AZ","B",115,,7,,1074,1074,,37,,,38570,1433,,,,,,3539,,146,0,,,,,,,,0,42109,1579,,,,,42109,1579,,0
"2020-04-11","AZ","B",108,,11,,1037,1037,,42,,,37137,2515,,,,,,3393,,281,0,,,,,,,,0,40530,2796,,,,,40530,2796,,0
"2020-04-10","AZ","B",97,,8,,995,995,,45,,,34622,462,,,,,,3112,,94,0,,,,,,,,0,37734,556,,,,,37734,556,,0
"2020-04-09","AZ","B",89,,9,,950,950,,44,,,34160,2322,,,,,,3018,,292,0,,,,,,,,0,37178,2614,,,,,37178,2614,,0
"2020-04-08","AZ","B",80,,7,,906,906,,53,,,31838,1038,,,,,,2726,,151,0,,,,,,,,0,34564,1189,,,,,34564,1189,,0
"2020-04-07","AZ","B",73,,8,,853,853,,34,,,30800,722,,,,,,2575,,119,0,,,,,,,,0,33375,841,,,,,33375,841,,0
"2020-04-06","AZ","B",65,,1,,819,819,,59,,,30078,4937,,,,,,2456,,187,0,,,,,,,,0,32534,5124,,,,,32534,5124,,0
"2020-04-05","AZ","B",64,,12,,760,760,,49,,,25141,0,,,,,,2269,,250,0,,,,,,,,0,27410,250,,,,,27410,250,,0
"2020-04-04","AZ","B",52,,11,,711,711,,44,,,25141,2237,,,,,,2019,,250,0,,,,,,,,0,27160,2487,,,,,27160,2487,,0
"2020-04-03","AZ","B",41,,9,,667,667,,51,,,22904,1793,,,,,,1769,,171,0,,,,,,,,0,24673,1964,,,,,24673,1964,,0
"2020-04-02","AZ","B",32,,3,,616,616,,34,,,21111,1466,,,,,,1598,,185,0,,,,,,,,0,22709,1651,,,,,22709,1651,,0
"2020-04-01","AZ","B",29,,5,,582,582,,48,,,19645,1563,,,,,,1413,,124,0,,,,,,,,0,21058,1687,,,,,21058,1687,,0
"2020-03-31","AZ","B",24,,4,,534,534,,56,,,18082,2480,,,,,,1289,,132,0,,,,,,,,0,19371,2612,,,,,19371,2612,,0
"2020-03-30","AZ","B",20,,3,,478,478,,51,,,15602,2649,,,,,,1157,,238,0,,,,,,,,0,16759,2887,,,,,16759,2887,,0
"2020-03-29","AZ","B",17,,2,,427,427,,41,,,12953,5498,,,,,,919,,46,0,,,,,,,,0,13872,5544,,,,,13872,5544,,0
"2020-03-28","AZ","B",15,,2,,386,386,,43,,,7455,0,,,,,,873,,137,0,,,,,,,,0,8328,137,,,,,8328,137,,0
"2020-03-27","AZ","B",13,,5,,343,343,,40,,,7455,7108,,,,,,736,,159,0,,,,,,,,0,8191,7267,,,,,8191,7267,,0
"2020-03-26","AZ","B",8,,2,,303,303,,39,,,347,24,,,,,,577,,127,0,,,,,,,,0,924,151,,,,,924,151,,0
"2020-03-25","AZ","B",6,,1,,264,264,,45,,,323,10,,,,,,450,,93,0,,,,,,,,0,773,103,,,,,773,103,,0
"2020-03-24","AZ","B",5,,3,,219,219,,30,,,313,4,,,,,,357,,92,0,,,,,,,,0,670,96,,,,,670,96,,0
"2020-03-23","AZ","B",2,,0,,189,189,,44,,,309,27,,,,,,265,,113,0,,,,,,,,0,574,140,,,,,574,140,,0
"2020-03-22","AZ",,2,,1,,145,145,,17,,,282,42,,,,,,152,,48,0,,,,,,,,0,434,90,,,,,434,90,,0
"2020-03-21","AZ",,1,,1,,128,128,,20,,,240,29,,,,,,104,,39,0,,,,,,,,0,344,68,,,,,344,68,,0
"2020-03-20","AZ",,0,,0,,108,108,,23,,,211,36,,,,,,65,,21,0,,,,,,,,0,276,57,,,,,276,57,,0
"2020-03-19","AZ",,0,,0,,85,85,,18,,,175,27,,,,,,44,,16,0,,,,,,,,0,219,43,,,,,219,43,,0
"2020-03-18","AZ",,0,,0,,67,67,,12,,,148,6,,,,,,28,,8,0,,,,,,,,0,176,14,,,,,176,14,,0
"2020-03-17","AZ",,0,,0,,55,55,,13,,,142,17,,,,,,20,,2,0,,,,,,,,0,162,19,,,,,162,19,,0
"2020-03-16","AZ",,0,,0,,42,42,,6,,,125,4,,,,,,18,,6,0,,,,,,,,0,143,10,,,,,143,10,,0
"2020-03-15","AZ",,0,,0,,36,36,,10,,,121,0,,,,,,12,,0,0,,,,,,,,0,133,0,,,,,133,0,,0
"2020-03-14","AZ",,0,,0,,26,26,,4,,,121,27,,,,,,12,,3,0,,,,,,,,0,133,30,,,,,133,30,,0
"2020-03-13","AZ",,0,,0,,22,22,,6,,,94,12,,,,,,9,,0,0,,,,,,,,0,103,12,,,,,103,12,,0
"2020-03-12","AZ",,,,0,,16,16,,5,,,82,23,,,,,,9,,0,0,,,,,,,,0,91,23,,,,,91,23,,0
"2020-03-11","AZ",,,,0,,11,11,,3,,,59,8,,,,,,9,,3,0,,,,,,,,0,68,11,,,,,68,11,,0
"2020-03-10","AZ",,,,0,,8,8,,0,,,51,7,,,,,,6,,1,0,,,,,,,,0,57,8,,,,,57,8,,0
"2020-03-09","AZ",,,,0,,8,8,,2,,,44,0,,,,,,5,,0,0,,,,,,,,0,49,0,,,,,49,0,,0
"2020-03-08","AZ",,,,0,,6,6,,0,,,44,0,,,,,,5,,0,0,,,,,,,,0,49,0,,,,,49,0,,0
"2020-03-07","AZ",,,,0,,6,6,,0,,,44,11,,,,,,5,,2,0,,,,,,,,0,49,13,,,,,49,13,,0
"2020-03-06","AZ",,,,0,,6,6,,1,,,33,5,,,,,,3,,1,0,,,,,,,,0,36,6,,,,,36,6,,0
"2020-03-05","AZ",,,,0,,5,5,,1,,,28,1,,,,,,2,,0,0,,,,,,,,0,30,1,,,,,30,1,,0
"2020-03-04","AZ",,,,0,,4,4,,0,,,27,0,,,,,,2,,0,0,,,,,,,,0,29,0,,,,,29,29,,0
