"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-15","PA","A",647,,63,,,,2395,0,,,111094,2808,,,,,668,26490,,1145,0,,,,,,,,0,137584,3953,,,,,137584,3953,,0
"2020-04-14","PA","A",584,,60,,,,2317,0,,,108286,2693,,,,,675,25345,,1146,0,,,,,,,,0,133631,3839,,,,,133631,3839,,0
"2020-04-13","PA","A",524,,17,,,,2243,0,,,105593,3536,,,,,669,24199,,1366,0,,,,,,,,0,129792,4902,,,,,129792,4902,,0
"2020-04-12","PA","A",507,,13,,,,2097,0,,,102057,3559,,,,,649,22833,,1178,0,,,,,,,,0,124890,4737,,,,,124890,4737,,0
"2020-04-11","PA","A",494,,78,,,,2115,0,,,98498,5458,,,,,639,21655,,1676,0,,,,,,,,0,120153,7134,,,,,120153,7134,,0
"2020-04-10","PA","A",416,,78,,,,2072,0,,,93040,5666,,,,,611,19979,,1751,0,,,,,,,,0,113019,7417,,,,,113019,7417,,0
"2020-04-09","PA","A",338,,29,,,,2051,0,,,87374,5075,,,,,592,18228,,1989,0,,,,,,,,0,105602,7064,,,,,105602,7064,,0
"2020-04-08","PA","A",309,,69,,,,1898,0,,,82299,5580,,,,,603,16239,,1680,0,,,,,,,,0,98538,7260,,,,,98538,7260,,0
"2020-04-07","PA","A",240,,78,,,,1665,-1145,,,76719,5845,,,,,548,14559,,1579,0,,,,,,,,0,91278,7424,,,,,91278,7424,,0
"2020-04-06","PA","A",162,,12,,1145,1145,,73,,,70874,4613,,,,,533,12980,,1470,0,,,,,,,,0,83854,6083,,,,,83854,6083,,0
"2020-04-05","PA","A",150,,14,,1072,1072,,68,,,66261,6248,,,,,,11510,,1493,0,,,,,,,,0,77771,7741,,,,,77771,7741,,0
"2020-04-04","PA","A",136,,34,,1004,1004,,152,,,60013,6318,,,,,,10017,,1597,0,,,,,,,,0,70030,7915,,,,,70030,7915,,0
"2020-04-03","PA","A",102,,12,,852,852,,122,,,53695,5997,,,,,,8420,,1404,0,,,,,,,,0,62115,7401,,,,,62115,7401,,0
"2020-04-02","PA","A",90,,16,,730,730,,110,,,47698,5271,,,,,,7016,,1211,0,,,,,,,,0,54714,6482,,,,,54714,6482,,0
"2020-04-01","PA","A",74,,11,,620,620,,106,,,42427,4782,,,,,,5805,,962,0,,,,,,,,0,48232,5744,,,,,48232,5744,,0
"2020-03-31","PA","A",63,,14,,514,514,,128,,,37645,3868,,,,,,4843,,756,0,,,,,,,,0,42488,4624,,,,,42488,4624,,0
"2020-03-30","PA","A",49,,11,,386,386,,33,,,33777,3716,,,,,,4087,,693,0,,,,,,,,0,37864,4409,,,,,37864,4409,,0
"2020-03-29","PA","A",38,,4,,353,353,,37,,,30061,4807,,,,,,3394,,643,0,,,,,,,,0,33455,5450,,,,,33455,5450,,0
"2020-03-28","PA","A",34,,12,,316,316,,75,,,25254,4238,,,,,,2751,,533,0,,,,,,,,0,28005,4771,,,,,28005,4771,,0
"2020-03-27","PA","A",22,,6,,241,241,,241,,,21016,4575,,,,,,2218,,531,0,,,,,,,,0,23234,5106,,,,,23234,5106,,0
"2020-03-26","PA","A",16,,5,,,,,0,,,16441,5248,,,,,,1687,,560,0,,,,,,,,0,18128,5808,,,,,18128,5808,,0
"2020-03-25","PA","A",11,,4,,,,,0,,,11193,2550,,,,,,1127,,276,0,,,,,,,,0,12320,2826,,,,,12320,2826,,0
"2020-03-24","PA","A",7,,1,,,,,0,,,8643,2048,,,,,,851,,207,0,,,,,,,,0,9494,2255,,,,,9494,2255,,0
"2020-03-23","PA","A",6,,4,,,,,0,,,6595,1631,,,,,,644,,165,0,,,,,,,,0,7239,1796,,,,,7239,1796,,0
"2020-03-22","PA",,2,,0,,,,,0,,,4964,1198,,,,,,479,,108,0,,,,,,,,0,5443,1306,,,,,5443,1306,,0
"2020-03-21","PA",,2,,1,,,,,0,,,3766,1192,,,,,,371,,103,0,,,,,,,,0,4137,1295,,,,,4137,1295,,0
"2020-03-20","PA",,1,,0,,,,,0,,,2574,966,,,,,,268,,83,0,,,,,,,,0,2842,1049,,,,,2842,1049,,0
"2020-03-19","PA",,1,,0,,,,,0,,,1608,421,,,,,,185,,52,0,,,,,,,,0,1793,473,,,,,1793,473,,0
"2020-03-18","PA",,1,,1,,,,,0,,,1187,308,,,,,,133,,37,0,,,,,,,,0,1320,345,,,,,1320,345,,0
"2020-03-17","PA",,,,0,,,,,0,,,879,209,,,,,,96,,20,0,,,,,,,,0,975,229,,,,,975,229,,0
"2020-03-16","PA",,,,0,,,,,0,,,670,465,,,,,,76,,13,0,,,,,,,,0,746,478,,,,,746,478,,0
"2020-03-15","PA",,,,0,,,,,0,,,205,0,,,,,,63,,16,0,,,,,,,,0,268,16,,,,,268,16,,0
"2020-03-14","PA",,,,0,,,,,0,,,205,65,,,,,,47,,6,0,,,,,,,,0,252,71,,,,,252,71,,0
"2020-03-13","PA",,,,0,,,,,0,,,140,24,,,,,,41,,19,0,,,,,,,,0,181,43,,,,,181,43,,0
"2020-03-12","PA",,,,0,,,,,0,,,116,28,,,,,,22,,6,0,,,,,,,,0,138,34,,,,,138,34,,0
"2020-03-11","PA",,,,0,,,,,0,,,88,88,,,,,,16,,4,0,,,,,,,,0,104,92,,,,,104,104,,0
"2020-03-10","PA",,,,0,,,,,0,,,,0,,,,,,12,,2,0,,,,,,,,0,12,2,,,,,,0,,0
"2020-03-09","PA",,,,0,,,,,0,,,,0,,,,,,10,,4,0,,,,,,,,0,10,4,,,,,,0,,0
"2020-03-08","PA",,,,0,,,,,0,,,,0,,,,,,6,,2,0,,,,,,,,0,6,2,,,,,,0,,0
"2020-03-07","PA",,,,0,,,,,0,,,,0,,,,,,4,,2,0,,,,,,,,0,4,2,,,,,,0,,0
"2020-03-06","PA",,,,0,,,,,0,,,,0,,,,,,2,,0,0,,,,,,,,0,2,0,,,,,,0,,0
